AÑO,TRIMESTRE,DEPARTAMENTO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2020,3,SANTANDER,JORDAN,8,1336,"0,006"
2020,3,SANTANDER,SANTA HELENA DEL OPON,11,3411,"0,0032"
2020,3,SANTANDER,PUENTE NACIONAL,109,14844,"0,0073"
2018,1,SANTANDER,EL GUACAMAYO,74,2167,"0,0341"
2020,3,SANTANDER,PUERTO WILCHES,1025,34206,"0,03"
2017,2,SANTANDER,LEBRIJA,0,40252,0
2020,3,SANTANDER,PINCHOTE,94,5385,"0,0175"
2017,2,SANTANDER,SAN ANDRES,0,8315,0
2020,3,SANTANDER,HATO,15,2370,"0,0063"
2018,1,SANTANDER,VILLANUEVA,152,7873,"0,0193"
2017,1,SANTANDER,PUERTO WILCHES,0,31501,0
2017,2,SANTANDER,CABRERA,0,2356,0
2020,3,SANTANDER,BUCARAMANGA,147853,607428,"0,2434"
2017,2,SANTANDER,EL GUACAMAYO,0,1943,0
2018,2,SANTANDER,CERRITO,119,6729,"0,0177"
2017,2,SANTANDER,SABANA DE TORRES,0,18325,0
2017,1,SANTANDER,ONZAGA,0,4946,0
2020,3,SANTANDER,ARATOCA,985,8487,"0,1161"
2017,2,SANTANDER,GsEPSA,0,3772,0
2017,2,SANTANDER,CIMITARRA,0,47096,0
2018,2,SANTANDER,FLORIAN,74,5562,"0,0133"
2017,2,SANTANDER,PIEDECUESTA,0,156207,0
2017,2,SANTANDER,CONTRATACION,0,3409,0
2018,1,SANTANDER,CABRERA,34,1937,"0,0176"
2018,1,SANTANDER,GUAPOTA,43,2375,"0,0181"
2017,2,SANTANDER,CONCEPCION,0,5177,0
2018,2,SANTANDER,SANTA BARBARA,38,2401,"0,0158"
2017,2,SANTANDER,PALMAS DEL SOCORRO,0,2220,0
2020,3,SANTANDER,SAN ANDRES,41,8596,"0,0048"
2017,2,SANTANDER,CALIFORNIA,0,2020,0
2020,3,SANTANDER,SOCORRO,4569,33628,"0,1359"
2017,1,SANTANDER,COROMORO,0,7612,0
2020,3,SANTANDER,CARCASI,22,4259,"0,0052"
2018,2,SANTANDER,JESUS MARIA,40,3342,"0,012"
2018,2,SANTANDER,ONZAGA,76,4183,"0,0182"
2018,1,SANTANDER,PUERTO WILCHES,1664,32791,"0,0507"
2017,2,SANTANDER,SAN JOSE DE MIRANDA,0,4256,0
2020,3,SANTANDER,MOLAGAVITA,45,4106,"0,011"
2020,3,SANTANDER,PUERTO PARRA,271,8017,"0,0338"
2018,1,SANTANDER,GIRON,27956,160403,"0,1743"
2018,2,SANTANDER,GUADALUPE,85,4511,"0,0188"
2018,2,SANTANDER,PUENTE NACIONAL,199,14654,"0,0136"
2017,2,SANTANDER,CHIMA,0,3042,0
2017,2,SANTANDER,BARICHARA,0,7112,0
2017,1,SANTANDER,EL CARMEN DE CHUCURI,0,20476,0
2020,3,SANTANDER,SUCRE,19,7064,"0,0027"
2017,2,SANTANDER,OIBA,0,11896,0
2017,1,SANTANDER,CERRITO,0,5596,0
2018,2,SANTANDER,GALAN,58,2886,"0,0201"
2018,1,SANTANDER,CONTRATACION,196,3679,"0,0533"
2020,3,SANTANDER,SURATA,32,3987,"0,008"
2017,2,SANTANDER,ARATOCA,0,8291,0
2018,1,SANTANDER,LANDAZURI,168,10384,"0,0162"
2020,3,SANTANDER,OCAMONTE,16,5810,"0,0028"
2018,2,SANTANDER,COROMORO,59,5015,"0,0118"
2018,2,SANTANDER,MOGOTES,241,10527,"0,0229"
2017,1,SANTANDER,SANTA HELENA DEL OPON,0,4275,0
2020,3,SANTANDER,CONCEPCION,182,5757,"0,0316"
2018,2,SANTANDER,TONA,83,7373,"0,0113"
2017,2,SANTANDER,ENCINO,0,2459,0
2018,2,SANTANDER,AGUADA,30,1855,"0,0162"
2017,2,SANTANDER,PUERTO PARRA,0,7768,0
2018,1,SANTANDER,PALMAR,40,1361,"0,0294"
2017,2,SANTANDER,MATANZA,0,5201,0
2020,3,SANTANDER,MOGOTES,35,10647,"0,0033"
2020,3,SANTANDER,PALMAR,14,1407,"0,01"
2018,1,SANTANDER,CHARTA,50,2888,"0,0173"
2020,3,SANTANDER,OIBA,55,11175,"0,0049"
2018,1,SANTANDER,CHIMA,34,2875,"0,0118"
2018,2,SANTANDER,CURITI,184,12717,"0,0145"
2017,1,SANTANDER,PALMAS DEL SOCORRO,0,2220,0
2017,2,SANTANDER,RIONEGRO,0,26680,0
2020,3,SANTANDER,SAN MIGUEL,27,2478,"0,0109"
2017,1,SANTANDER,MOLAGAVITA,0,5087,0
2018,1,SANTANDER,SUCRE,79,7202,"0,011"
2020,3,SANTANDER,EL PLAYON,470,14038,"0,0335"
2018,1,SANTANDER,CIMITARRA,1076,32947,"0,0327"
2017,2,SANTANDER,JESUS MARIA,0,3080,0
2018,1,SANTANDER,ENCINO,40,2552,"0,0157"
2017,1,SANTANDER,FLORIDABLANCA,0,266617,0
2017,2,SANTANDER,GUAVATA,0,3549,0
2017,1,SANTANDER,VALLE DE SAN JOSE,0,4551,0
